year,isoimp,isoexp,hs4,mtn,submtn
2012,EUR,THA,707,F_V,VEG
2013,EUR,THA,707,F_V,VEG
1997,EUR,THA,708,F_V,VEG
1998,EUR,THA,708,F_V,VEG
1999,EUR,THA,708,F_V,VEG
2000,EUR,THA,708,F_V,VEG
2001,EUR,THA,708,F_V,VEG
2002,EUR,THA,708,F_V,VEG
2003,EUR,THA,708,F_V,VEG
2004,EUR,THA,708,F_V,VEG
2009,EUR,THA,708,F_V,VEG
2010,EUR,THA,708,F_V,VEG
2011,EUR,THA,708,F_V,VEG
2012,EUR,THA,708,F_V,VEG
2013,EUR,THA,708,F_V,VEG
1997,EUR,THA,709,F_V,VEG
1998,EUR,THA,709,F_V,VEG
1999,EUR,THA,709,F_V,VEG
2000,EUR,THA,709,F_V,VEG
2001,EUR,THA,709,F_V,VEG
2002,EUR,THA,709,F_V,VEG
2003,EUR,THA,709,F_V,VEG
2004,EUR,THA,709,F_V,VEG
2009,EUR,THA,709,F_V,VEG
2010,EUR,THA,709,F_V,VEG
2011,EUR,THA,709,F_V,VEG
2012,EUR,THA,709,F_V,VEG
2013,EUR,THA,709,F_V,VEG
1997,EUR,THA,710,F_V,VEG
1998,EUR,THA,710,F_V,VEG
1999,EUR,THA,710,F_V,VEG
2000,EUR,THA,710,F_V,VEG
2001,EUR,THA,710,F_V,VEG
2002,EUR,THA,710,F_V,VEG
2003,EUR,THA,710,F_V,VEG
2004,EUR,THA,710,F_V,VEG
2009,EUR,THA,710,F_V,VEG
2010,EUR,THA,710,F_V,VEG
2011,EUR,THA,710,F_V,VEG
2012,EUR,THA,710,F_V,VEG
2013,EUR,THA,710,F_V,VEG
1997,EUR,THA,711,F_V,VEG
1998,EUR,THA,711,F_V,VEG
1999,EUR,THA,711,F_V,VEG
2000,EUR,THA,711,F_V,VEG
2001,EUR,THA,711,F_V,VEG
2002,EUR,THA,711,F_V,VEG
2003,EUR,THA,711,F_V,VEG
2004,EUR,THA,711,F_V,VEG
2009,EUR,THA,711,F_V,VEG
2010,EUR,THA,711,F_V,VEG
2011,EUR,THA,711,F_V,VEG
2012,EUR,THA,711,F_V,VEG
2013,EUR,THA,711,F_V,VEG
1997,EUR,THA,712,F_V,VEG
1998,EUR,THA,712,F_V,VEG
1999,EUR,THA,712,F_V,VEG
2000,EUR,THA,712,F_V,VEG
2001,EUR,THA,712,F_V,VEG
2002,EUR,THA,712,F_V,VEG
2003,EUR,THA,712,F_V,VEG
2004,EUR,THA,712,F_V,VEG
2009,EUR,THA,712,F_V,VEG
2010,EUR,THA,712,F_V,VEG
2011,EUR,THA,712,F_V,VEG
2012,EUR,THA,712,F_V,VEG
2013,EUR,THA,712,F_V,VEG
1997,EUR,THA,713,F_V,VEG
1998,EUR,THA,713,F_V,VEG
1999,EUR,THA,713,F_V,VEG
2000,EUR,THA,713,F_V,VEG
2001,EUR,THA,713,F_V,VEG
2002,EUR,THA,713,F_V,VEG
2003,EUR,THA,713,F_V,VEG
2004,EUR,THA,713,F_V,VEG
2009,EUR,THA,713,F_V,VEG
2010,EUR,THA,713,F_V,VEG
2011,EUR,THA,713,F_V,VEG
2012,EUR,THA,713,F_V,VEG
2013,EUR,THA,713,F_V,VEG
1997,EUR,THA,714,F_V,VEG
1998,EUR,THA,714,F_V,VEG
1999,EUR,THA,714,F_V,VEG
2000,EUR,THA,714,F_V,VEG
2001,EUR,THA,714,F_V,VEG
2002,EUR,THA,714,F_V,VEG
2003,EUR,THA,714,F_V,VEG
2004,EUR,THA,714,F_V,VEG
2009,EUR,THA,714,F_V,VEG
2010,EUR,THA,714,F_V,VEG
2011,EUR,THA,714,F_V,VEG
2012,EUR,THA,714,F_V,VEG
2013,EUR,THA,714,F_V,VEG
2009,EUR,THA,801,F_V,FRT
2010,EUR,THA,801,F_V,FRT
2011,EUR,THA,801,F_V,FRT
2012,EUR,THA,801,F_V,FRT
2013,EUR,THA,801,F_V,FRT
2009,EUR,THA,802,F_V,FRT
2010,EUR,THA,802,F_V,FRT
2011,EUR,THA,802,F_V,FRT
2012,EUR,THA,802,F_V,FRT
2013,EUR,THA,802,F_V,FRT
2009,EUR,THA,803,F_V,FRT
2010,EUR,THA,803,F_V,FRT
2011,EUR,THA,803,F_V,FRT
2012,EUR,THA,803,F_V,FRT
2013,EUR,THA,803,F_V,FRT
2009,EUR,THA,804,F_V,FRT
2010,EUR,THA,804,F_V,FRT
2011,EUR,THA,804,F_V,FRT
2012,EUR,THA,804,F_V,FRT
2013,EUR,THA,804,F_V,FRT
2009,EUR,THA,805,F_V,FRT
2010,EUR,THA,805,F_V,FRT
2011,EUR,THA,805,F_V,FRT
2012,EUR,THA,805,F_V,FRT
2013,EUR,THA,805,F_V,FRT
2009,EUR,THA,806,F_V,FRT
2010,EUR,THA,806,F_V,FRT
2011,EUR,THA,806,F_V,FRT
2012,EUR,THA,806,F_V,FRT
2013,EUR,THA,806,F_V,FRT
2009,EUR,THA,807,F_V,FRT
2010,EUR,THA,807,F_V,FRT
2011,EUR,THA,807,F_V,FRT
2012,EUR,THA,807,F_V,FRT
2013,EUR,THA,807,F_V,FRT
2009,EUR,THA,808,F_V,FRT
2010,EUR,THA,808,F_V,FRT
2011,EUR,THA,808,F_V,FRT
2012,EUR,THA,808,F_V,FRT
2013,EUR,THA,808,F_V,FRT
2009,EUR,THA,809,F_V,FRT
2010,EUR,THA,809,F_V,FRT
2011,EUR,THA,809,F_V,FRT
2012,EUR,THA,809,F_V,FRT
2013,EUR,THA,809,F_V,FRT
2009,EUR,THA,810,F_V,FRT
2010,EUR,THA,810,F_V,FRT
2011,EUR,THA,810,F_V,FRT
2012,EUR,THA,810,F_V,FRT
2013,EUR,THA,810,F_V,FRT
2009,EUR,THA,811,F_V,FRT
2010,EUR,THA,811,F_V,FRT
2011,EUR,THA,811,F_V,FRT
2012,EUR,THA,811,F_V,FRT
2013,EUR,THA,811,F_V,FRT
2009,EUR,THA,812,F_V,FRT
2010,EUR,THA,812,F_V,FRT
2011,EUR,THA,812,F_V,FRT
2012,EUR,THA,812,F_V,FRT
2013,EUR,THA,812,F_V,FRT
2009,EUR,THA,813,F_V,FRT
2010,EUR,THA,813,F_V,FRT
2011,EUR,THA,813,F_V,FRT
2012,EUR,THA,813,F_V,FRT
2013,EUR,THA,813,F_V,FRT
2009,EUR,THA,814,F_V,FRT
2010,EUR,THA,814,F_V,FRT
2011,EUR,THA,814,F_V,FRT
2012,EUR,THA,814,F_V,FRT
2013,EUR,THA,814,F_V,FRT
2009,EUR,THA,1001,CER,CEREAL
2010,EUR,THA,1001,CER,CEREAL
2011,EUR,THA,1001,CER,CEREAL
2012,EUR,THA,1001,CER,CEREAL
2013,EUR,THA,1001,CER,CEREAL
2009,EUR,THA,1002,CER,CEREAL
2010,EUR,THA,1002,CER,CEREAL
2011,EUR,THA,1002,CER,CEREAL
2012,EUR,THA,1002,CER,CEREAL
2013,EUR,THA,1002,CER,CEREAL
2009,EUR,THA,1003,CER,CEREAL
2010,EUR,THA,1003,CER,CEREAL
2011,EUR,THA,1003,CER,CEREAL
2012,EUR,THA,1003,CER,CEREAL
2013,EUR,THA,1003,CER,CEREAL
2009,EUR,THA,1004,CER,CEREAL
2010,EUR,THA,1004,CER,CEREAL
2011,EUR,THA,1004,CER,CEREAL
2012,EUR,THA,1004,CER,CEREAL
2013,EUR,THA,1004,CER,CEREAL
2009,EUR,THA,1005,CER,CORN
2010,EUR,THA,1005,CER,CORN
2011,EUR,THA,1005,CER,CORN
2012,EUR,THA,1005,CER,CORN
2013,EUR,THA,1005,CER,CORN
2009,EUR,THA,1006,CER,RICE
2010,EUR,THA,1006,CER,RICE
2011,EUR,THA,1006,CER,RICE
2012,EUR,THA,1006,CER,RICE
2013,EUR,THA,1006,CER,RICE
2009,EUR,THA,1007,CER,CEREAL
2010,EUR,THA,1007,CER,CEREAL
2011,EUR,THA,1007,CER,CEREAL
2012,EUR,THA,1007,CER,CEREAL
2013,EUR,THA,1007,CER,CEREAL
2009,EUR,THA,1008,CER,CEREAL
2010,EUR,THA,1008,CER,CEREAL
2011,EUR,THA,1008,CER,CEREAL
2012,EUR,THA,1008,CER,CEREAL
2013,EUR,THA,1008,CER,CEREAL
1997,EUR,THA,1101,CER,CER
1998,EUR,THA,1101,CER,CER
1999,EUR,THA,1101,CER,CER
2000,EUR,THA,1101,CER,CER
2001,EUR,THA,1101,CER,CER
2002,EUR,THA,1101,CER,CER
2003,EUR,THA,1101,CER,CER
2004,EUR,THA,1101,CER,CER
1997,EUR,THA,1102,CER,CER
1998,EUR,THA,1102,CER,CER
1999,EUR,THA,1102,CER,CER
2000,EUR,THA,1102,CER,CER
2001,EUR,THA,1102,CER,CER
2002,EUR,THA,1102,CER,CER
2003,EUR,THA,1102,CER,CER
2004,EUR,THA,1102,CER,CER
1997,EUR,THA,1103,CER,CER
1998,EUR,THA,1103,CER,CER
1999,EUR,THA,1103,CER,CER
2000,EUR,THA,1103,CER,CER
2001,EUR,THA,1103,CER,CER
2002,EUR,THA,1103,CER,CER
2003,EUR,THA,1103,CER,CER
2004,EUR,THA,1103,CER,CER
1997,EUR,THA,1104,CER,CER
1998,EUR,THA,1104,CER,CER
1999,EUR,THA,1104,CER,CER
2000,EUR,THA,1104,CER,CER
2001,EUR,THA,1104,CER,CER
2002,EUR,THA,1104,CER,CER
2003,EUR,THA,1104,CER,CER
2004,EUR,THA,1104,CER,CER
1997,EUR,THA,1105,F_V,VEG
1998,EUR,THA,1105,F_V,VEG
1999,EUR,THA,1105,F_V,VEG
2000,EUR,THA,1105,F_V,VEG
2001,EUR,THA,1105,F_V,VEG
2002,EUR,THA,1105,F_V,VEG
2003,EUR,THA,1105,F_V,VEG
2004,EUR,THA,1105,F_V,VEG
1997,EUR,THA,1106,F_V,VEG
1998,EUR,THA,1106,F_V,VEG
1999,EUR,THA,1106,F_V,VEG
2000,EUR,THA,1106,F_V,VEG
2001,EUR,THA,1106,F_V,VEG
2002,EUR,THA,1106,F_V,VEG
2003,EUR,THA,1106,F_V,VEG
2004,EUR,THA,1106,F_V,VEG
1997,EUR,THA,1107,CER,CER
1998,EUR,THA,1107,CER,CER
1999,EUR,THA,1107,CER,CER
2000,EUR,THA,1107,CER,CER
2001,EUR,THA,1107,CER,CER
2002,EUR,THA,1107,CER,CER
2003,EUR,THA,1107,CER,CER
2004,EUR,THA,1107,CER,CER
1997,EUR,THA,1108,CER,CER
1998,EUR,THA,1108,CER,CER
1999,EUR,THA,1108,CER,CER
2000,EUR,THA,1108,CER,CER
2001,EUR,THA,1108,CER,CER
2002,EUR,THA,1108,CER,CER
2003,EUR,THA,1108,CER,CER
2004,EUR,THA,1108,CER,CER
1997,EUR,THA,1109,CER,CER
1998,EUR,THA,1109,CER,CER
1999,EUR,THA,1109,CER,CER
2000,EUR,THA,1109,CER,CER
2001,EUR,THA,1109,CER,CER
2002,EUR,THA,1109,CER,CER
2003,EUR,THA,1109,CER,CER
2004,EUR,THA,1109,CER,CER
1996,EUR,THA,1501,OILS,OTHAN
1997,EUR,THA,1501,OILS,OTHAN
1998,EUR,THA,1501,OILS,OTHAN
1999,EUR,THA,1501,OILS,OTHAN
2000,EUR,THA,1501,OILS,OTHAN
2001,EUR,THA,1501,OILS,OTHAN
1996,EUR,THA,1502,OILS,OTHAN
1997,EUR,THA,1502,OILS,OTHAN
1998,EUR,THA,1502,OILS,OTHAN
1999,EUR,THA,1502,OILS,OTHAN
2000,EUR,THA,1502,OILS,OTHAN
2001,EUR,THA,1502,OILS,OTHAN
1996,EUR,THA,1503,OILS,OTHAN
1997,EUR,THA,1503,OILS,OTHAN
1998,EUR,THA,1503,OILS,OTHAN
1999,EUR,THA,1503,OILS,OTHAN
2000,EUR,THA,1503,OILS,OTHAN
2001,EUR,THA,1503,OILS,OTHAN
1996,EUR,THA,1504,SFD,SFD
1997,EUR,THA,1504,SFD,SFD
1998,EUR,THA,1504,SFD,SFD
1999,EUR,THA,1504,SFD,SFD
2000,EUR,THA,1504,SFD,SFD
2001,EUR,THA,1504,SFD,SFD
1996,EUR,THA,1505,OILS,OILS
1997,EUR,THA,1505,OILS,OILS
1998,EUR,THA,1505,OILS,OILS
1999,EUR,THA,1505,OILS,OILS
2000,EUR,THA,1505,OILS,OILS
2001,EUR,THA,1505,OILS,OILS
1996,EUR,THA,1506,OILS,OILS
1997,EUR,THA,1506,OILS,OILS
1998,EUR,THA,1506,OILS,OILS
1999,EUR,THA,1506,OILS,OILS
2000,EUR,THA,1506,OILS,OILS
2001,EUR,THA,1506,OILS,OILS
1996,EUR,THA,1507,OILS,OILS
1997,EUR,THA,1507,OILS,OILS
1998,EUR,THA,1507,OILS,OILS
1999,EUR,THA,1507,OILS,OILS
2000,EUR,THA,1507,OILS,OILS
2001,EUR,THA,1507,OILS,OILS
1996,EUR,THA,1508,OILS,OILS
1997,EUR,THA,1508,OILS,OILS
1998,EUR,THA,1508,OILS,OILS
1999,EUR,THA,1508,OILS,OILS
2000,EUR,THA,1508,OILS,OILS
2001,EUR,THA,1508,OILS,OILS
1996,EUR,THA,1509,OILS,OILS
1997,EUR,THA,1509,OILS,OILS
1998,EUR,THA,1509,OILS,OILS
1999,EUR,THA,1509,OILS,OILS
2000,EUR,THA,1509,OILS,OILS
2001,EUR,THA,1509,OILS,OILS
1996,EUR,THA,1510,OILS,OILS
1997,EUR,THA,1510,OILS,OILS
1998,EUR,THA,1510,OILS,OILS
1999,EUR,THA,1510,OILS,OILS
2000,EUR,THA,1510,OILS,OILS
2001,EUR,THA,1510,OILS,OILS
1996,EUR,THA,1511,OILS,OILS
1997,EUR,THA,1511,OILS,OILS
1998,EUR,THA,1511,OILS,OILS
1999,EUR,THA,1511,OILS,OILS
2000,EUR,THA,1511,OILS,OILS
2001,EUR,THA,1511,OILS,OILS
1996,EUR,THA,1512,OILS,OILS
1997,EUR,THA,1512,OILS,OILS
1998,EUR,THA,1512,OILS,OILS
1999,EUR,THA,1512,OILS,OILS
2000,EUR,THA,1512,OILS,OILS
2001,EUR,THA,1512,OILS,OILS
1996,EUR,THA,1513,OILS,OILS
1997,EUR,THA,1513,OILS,OILS
1998,EUR,THA,1513,OILS,OILS
1999,EUR,THA,1513,OILS,OILS
2000,EUR,THA,1513,OILS,OILS
2001,EUR,THA,1513,OILS,OILS
1996,EUR,THA,1514,OILS,OILS
1997,EUR,THA,1514,OILS,OILS
1998,EUR,THA,1514,OILS,OILS
1999,EUR,THA,1514,OILS,OILS
2000,EUR,THA,1514,OILS,OILS
2001,EUR,THA,1514,OILS,OILS
1996,EUR,THA,1515,OILS,OILS
1997,EUR,THA,1515,OILS,OILS
1998,EUR,THA,1515,OILS,OILS
1999,EUR,THA,1515,OILS,OILS
2000,EUR,THA,1515,OILS,OILS
2001,EUR,THA,1515,OILS,OILS
1996,EUR,THA,1516,OILS,OILS
1997,EUR,THA,1516,OILS,OILS
1998,EUR,THA,1516,OILS,OILS
1999,EUR,THA,1516,OILS,OILS
2000,EUR,THA,1516,OILS,OILS
2001,EUR,THA,1516,OILS,OILS
1996,EUR,THA,1517,OILS,OILS
1997,EUR,THA,1517,OILS,OILS
1998,EUR,THA,1517,OILS,OILS
1999,EUR,THA,1517,OILS,OILS
2000,EUR,THA,1517,OILS,OILS
2001,EUR,THA,1517,OILS,OILS
1996,EUR,THA,1518,OILS,OILS
1997,EUR,THA,1518,OILS,OILS
1998,EUR,THA,1518,OILS,OILS
1999,EUR,THA,1518,OILS,OILS
2000,EUR,THA,1518,OILS,OILS
2001,EUR,THA,1518,OILS,OILS
1996,EUR,THA,1520,OILS,OILS
1997,EUR,THA,1520,OILS,OILS
1998,EUR,THA,1520,OILS,OILS
1999,EUR,THA,1520,OILS,OILS
2000,EUR,THA,1520,OILS,OILS
2001,EUR,THA,1520,OILS,OILS
1996,EUR,THA,1521,OILS,OILS
1997,EUR,THA,1521,OILS,OILS
1998,EUR,THA,1521,OILS,OILS
1999,EUR,THA,1521,OILS,OILS
2000,EUR,THA,1521,OILS,OILS
2001,EUR,THA,1521,OILS,OILS
1996,EUR,THA,1522,OILS,OILS
1997,EUR,THA,1522,OILS,OILS
1998,EUR,THA,1522,OILS,OILS
1999,EUR,THA,1522,OILS,OILS
2000,EUR,THA,1522,OILS,OILS
2001,EUR,THA,1522,OILS,OILS
2000,EUR,THA,2103,CER,CER
2001,EUR,THA,2103,CER,CER
2002,EUR,THA,2103,CER,CER
1997,EUR,TUR,401,DAIRY,FMKP
1998,EUR,TUR,401,DAIRY,FMKP
1999,EUR,TUR,401,DAIRY,FMKP
2000,EUR,TUR,401,DAIRY,FMKP
2001,EUR,TUR,401,DAIRY,FMKP
2002,EUR,TUR,401,DAIRY,FMKP
2003,EUR,TUR,401,DAIRY,FMKP
2004,EUR,TUR,401,DAIRY,FMKP
1997,EUR,TUR,402,DAIRY,FMKP
1998,EUR,TUR,402,DAIRY,FMKP
1999,EUR,TUR,402,DAIRY,FMKP
2000,EUR,TUR,402,DAIRY,FMKP
2001,EUR,TUR,402,DAIRY,FMKP
2002,EUR,TUR,402,DAIRY,FMKP
2003,EUR,TUR,402,DAIRY,FMKP
2004,EUR,TUR,402,DAIRY,FMKP
1997,EUR,TUR,403,DAIRY,DAIRY
1998,EUR,TUR,403,DAIRY,DAIRY
1999,EUR,TUR,403,DAIRY,DAIRY
2000,EUR,TUR,403,DAIRY,DAIRY
2001,EUR,TUR,403,DAIRY,DAIRY
2002,EUR,TUR,403,DAIRY,DAIRY
2003,EUR,TUR,403,DAIRY,DAIRY
2004,EUR,TUR,403,DAIRY,DAIRY
1997,EUR,TUR,404,DAIRY,DAIRY
1998,EUR,TUR,404,DAIRY,DAIRY
1999,EUR,TUR,404,DAIRY,DAIRY
2000,EUR,TUR,404,DAIRY,DAIRY
2001,EUR,TUR,404,DAIRY,DAIRY
2002,EUR,TUR,404,DAIRY,DAIRY
2003,EUR,TUR,404,DAIRY,DAIRY
2004,EUR,TUR,404,DAIRY,DAIRY
1997,EUR,TUR,405,DAIRY,DAIRY
1998,EUR,TUR,405,DAIRY,DAIRY
1999,EUR,TUR,405,DAIRY,DAIRY
2000,EUR,TUR,405,DAIRY,DAIRY
2001,EUR,TUR,405,DAIRY,DAIRY
2002,EUR,TUR,405,DAIRY,DAIRY
2003,EUR,TUR,405,DAIRY,DAIRY
2004,EUR,TUR,405,DAIRY,DAIRY
1997,EUR,TUR,406,DAIRY,CHS
1998,EUR,TUR,406,DAIRY,CHS
1999,EUR,TUR,406,DAIRY,CHS
2000,EUR,TUR,406,DAIRY,CHS
2001,EUR,TUR,406,DAIRY,CHS
2002,EUR,TUR,406,DAIRY,CHS
2003,EUR,TUR,406,DAIRY,CHS
2004,EUR,TUR,406,DAIRY,CHS
1997,EUR,TUR,407,CER,POUL
1998,EUR,TUR,407,CER,POUL
1999,EUR,TUR,407,CER,POUL
2000,EUR,TUR,407,CER,POUL
2001,EUR,TUR,407,CER,POUL
2002,EUR,TUR,407,CER,POUL
2003,EUR,TUR,407,CER,POUL
2004,EUR,TUR,407,CER,POUL
1997,EUR,TUR,408,CER,POUL
1998,EUR,TUR,408,CER,POUL
1999,EUR,TUR,408,CER,POUL
2000,EUR,TUR,408,CER,POUL
2001,EUR,TUR,408,CER,POUL
2002,EUR,TUR,408,CER,POUL
2003,EUR,TUR,408,CER,POUL
2004,EUR,TUR,408,CER,POUL
1997,EUR,TUR,409,CER,CER
1998,EUR,TUR,409,CER,CER
1999,EUR,TUR,409,CER,CER
2000,EUR,TUR,409,CER,CER
2001,EUR,TUR,409,CER,CER
2002,EUR,TUR,409,CER,CER
2003,EUR,TUR,409,CER,CER
2004,EUR,TUR,409,CER,CER
1997,EUR,TUR,410,CER,OTHAN
1998,EUR,TUR,410,CER,OTHAN
1999,EUR,TUR,410,CER,OTHAN
2000,EUR,TUR,410,CER,OTHAN
2001,EUR,TUR,410,CER,OTHAN
2002,EUR,TUR,410,CER,OTHAN
2003,EUR,TUR,410,CER,OTHAN
2004,EUR,TUR,410,CER,OTHAN
1997,EUR,TUR,701,F_V,VEG
1998,EUR,TUR,701,F_V,VEG
1999,EUR,TUR,701,F_V,VEG
2000,EUR,TUR,701,F_V,VEG
2001,EUR,TUR,701,F_V,VEG
2002,EUR,TUR,701,F_V,VEG
2003,EUR,TUR,701,F_V,VEG
2004,EUR,TUR,701,F_V,VEG
1997,EUR,TUR,702,F_V,VEG
1998,EUR,TUR,702,F_V,VEG
1999,EUR,TUR,702,F_V,VEG
2000,EUR,TUR,702,F_V,VEG
2001,EUR,TUR,702,F_V,VEG
2002,EUR,TUR,702,F_V,VEG
2003,EUR,TUR,702,F_V,VEG
2004,EUR,TUR,702,F_V,VEG
1997,EUR,TUR,703,F_V,VEG
1998,EUR,TUR,703,F_V,VEG
1999,EUR,TUR,703,F_V,VEG
2000,EUR,TUR,703,F_V,VEG
2001,EUR,TUR,703,F_V,VEG
2002,EUR,TUR,703,F_V,VEG
2003,EUR,TUR,703,F_V,VEG
2004,EUR,TUR,703,F_V,VEG
1997,EUR,TUR,704,F_V,VEG
1998,EUR,TUR,704,F_V,VEG
1999,EUR,TUR,704,F_V,VEG
2000,EUR,TUR,704,F_V,VEG
2001,EUR,TUR,704,F_V,VEG
2002,EUR,TUR,704,F_V,VEG
2003,EUR,TUR,704,F_V,VEG
2004,EUR,TUR,704,F_V,VEG
1997,EUR,TUR,705,F_V,VEG
1998,EUR,TUR,705,F_V,VEG
1999,EUR,TUR,705,F_V,VEG
2000,EUR,TUR,705,F_V,VEG
2001,EUR,TUR,705,F_V,VEG
2002,EUR,TUR,705,F_V,VEG
2003,EUR,TUR,705,F_V,VEG
2004,EUR,TUR,705,F_V,VEG
1997,EUR,TUR,706,F_V,VEG
1998,EUR,TUR,706,F_V,VEG
1999,EUR,TUR,706,F_V,VEG
2000,EUR,TUR,706,F_V,VEG
2001,EUR,TUR,706,F_V,VEG
2002,EUR,TUR,706,F_V,VEG
2003,EUR,TUR,706,F_V,VEG
2004,EUR,TUR,706,F_V,VEG
1997,EUR,TUR,707,F_V,VEG
1998,EUR,TUR,707,F_V,VEG
1999,EUR,TUR,707,F_V,VEG
2000,EUR,TUR,707,F_V,VEG
2001,EUR,TUR,707,F_V,VEG
2002,EUR,TUR,707,F_V,VEG
2003,EUR,TUR,707,F_V,VEG
2004,EUR,TUR,707,F_V,VEG
1997,EUR,TUR,708,F_V,VEG
1998,EUR,TUR,708,F_V,VEG
1999,EUR,TUR,708,F_V,VEG
2000,EUR,TUR,708,F_V,VEG
2001,EUR,TUR,708,F_V,VEG
2002,EUR,TUR,708,F_V,VEG
2003,EUR,TUR,708,F_V,VEG
2004,EUR,TUR,708,F_V,VEG
1997,EUR,TUR,709,F_V,VEG
1998,EUR,TUR,709,F_V,VEG
1999,EUR,TUR,709,F_V,VEG
2000,EUR,TUR,709,F_V,VEG
2001,EUR,TUR,709,F_V,VEG
2002,EUR,TUR,709,F_V,VEG
2003,EUR,TUR,709,F_V,VEG
2004,EUR,TUR,709,F_V,VEG
1997,EUR,TUR,710,F_V,VEG
1998,EUR,TUR,710,F_V,VEG
1999,EUR,TUR,710,F_V,VEG
2000,EUR,TUR,710,F_V,VEG
2001,EUR,TUR,710,F_V,VEG
2002,EUR,TUR,710,F_V,VEG
2003,EUR,TUR,710,F_V,VEG
2004,EUR,TUR,710,F_V,VEG
1997,EUR,TUR,711,F_V,VEG
1998,EUR,TUR,711,F_V,VEG
1999,EUR,TUR,711,F_V,VEG
2000,EUR,TUR,711,F_V,VEG
2001,EUR,TUR,711,F_V,VEG
2002,EUR,TUR,711,F_V,VEG
2003,EUR,TUR,711,F_V,VEG
2004,EUR,TUR,711,F_V,VEG
1997,EUR,TUR,712,F_V,VEG
1998,EUR,TUR,712,F_V,VEG
1999,EUR,TUR,712,F_V,VEG
2000,EUR,TUR,712,F_V,VEG
2001,EUR,TUR,712,F_V,VEG
2002,EUR,TUR,712,F_V,VEG
2003,EUR,TUR,712,F_V,VEG
2004,EUR,TUR,712,F_V,VEG
1997,EUR,TUR,713,F_V,VEG
1998,EUR,TUR,713,F_V,VEG
1999,EUR,TUR,713,F_V,VEG
2000,EUR,TUR,713,F_V,VEG
2001,EUR,TUR,713,F_V,VEG
2002,EUR,TUR,713,F_V,VEG
2003,EUR,TUR,713,F_V,VEG
2004,EUR,TUR,713,F_V,VEG
1997,EUR,TUR,714,F_V,VEG
1998,EUR,TUR,714,F_V,VEG
1999,EUR,TUR,714,F_V,VEG
2000,EUR,TUR,714,F_V,VEG
2001,EUR,TUR,714,F_V,VEG
2002,EUR,TUR,714,F_V,VEG
2003,EUR,TUR,714,F_V,VEG
2004,EUR,TUR,714,F_V,VEG
2015,EUR,TUR,809,F_V,FRT
2016,EUR,TUR,809,F_V,FRT
1997,EUR,TUR,1101,CER,CER
1998,EUR,TUR,1101,CER,CER
1999,EUR,TUR,1101,CER,CER
2000,EUR,TUR,1101,CER,CER
2001,EUR,TUR,1101,CER,CER
2002,EUR,TUR,1101,CER,CER
2003,EUR,TUR,1101,CER,CER
2004,EUR,TUR,1101,CER,CER
1997,EUR,TUR,1102,CER,CER
1998,EUR,TUR,1102,CER,CER
1999,EUR,TUR,1102,CER,CER
2000,EUR,TUR,1102,CER,CER
2001,EUR,TUR,1102,CER,CER
2002,EUR,TUR,1102,CER,CER
2003,EUR,TUR,1102,CER,CER
2004,EUR,TUR,1102,CER,CER
1997,EUR,TUR,1103,CER,CER
1998,EUR,TUR,1103,CER,CER
1999,EUR,TUR,1103,CER,CER
2000,EUR,TUR,1103,CER,CER
2001,EUR,TUR,1103,CER,CER
2002,EUR,TUR,1103,CER,CER
2003,EUR,TUR,1103,CER,CER
2004,EUR,TUR,1103,CER,CER
1997,EUR,TUR,1104,CER,CER
1998,EUR,TUR,1104,CER,CER
1999,EUR,TUR,1104,CER,CER
2000,EUR,TUR,1104,CER,CER
2001,EUR,TUR,1104,CER,CER
2002,EUR,TUR,1104,CER,CER
2003,EUR,TUR,1104,CER,CER
2004,EUR,TUR,1104,CER,CER
1997,EUR,TUR,1105,F_V,VEG
1998,EUR,TUR,1105,F_V,VEG
1999,EUR,TUR,1105,F_V,VEG
2000,EUR,TUR,1105,F_V,VEG
2001,EUR,TUR,1105,F_V,VEG
2002,EUR,TUR,1105,F_V,VEG
2003,EUR,TUR,1105,F_V,VEG
2004,EUR,TUR,1105,F_V,VEG
1997,EUR,TUR,1106,F_V,VEG
1998,EUR,TUR,1106,F_V,VEG
1999,EUR,TUR,1106,F_V,VEG
2000,EUR,TUR,1106,F_V,VEG
2001,EUR,TUR,1106,F_V,VEG
2002,EUR,TUR,1106,F_V,VEG
2003,EUR,TUR,1106,F_V,VEG
2004,EUR,TUR,1106,F_V,VEG
1997,EUR,TUR,1107,CER,CER
1998,EUR,TUR,1107,CER,CER
1999,EUR,TUR,1107,CER,CER
2000,EUR,TUR,1107,CER,CER
2001,EUR,TUR,1107,CER,CER
2002,EUR,TUR,1107,CER,CER
2003,EUR,TUR,1107,CER,CER
2004,EUR,TUR,1107,CER,CER
1997,EUR,TUR,1108,CER,CER
1998,EUR,TUR,1108,CER,CER
1999,EUR,TUR,1108,CER,CER
2000,EUR,TUR,1108,CER,CER
2001,EUR,TUR,1108,CER,CER
2002,EUR,TUR,1108,CER,CER
2003,EUR,TUR,1108,CER,CER
2004,EUR,TUR,1108,CER,CER
1997,EUR,TUR,1109,CER,CER
1998,EUR,TUR,1109,CER,CER
1999,EUR,TUR,1109,CER,CER
2000,EUR,TUR,1109,CER,CER
2001,EUR,TUR,1109,CER,CER
2002,EUR,TUR,1109,CER,CER
2003,EUR,TUR,1109,CER,CER
2004,EUR,TUR,1109,CER,CER
2012,EUR,TWN,602,F_V,PLANT
