year,isoimp,isoexp,hs4,mtn,submtn
2009,ALB,CHL,101,MEAT,LIVA
2010,ALB,CHL,101,MEAT,LIVA
2011,ALB,CHL,101,MEAT,LIVA
2009,ALB,CHL,102,MEAT,LIVA
2010,ALB,CHL,102,MEAT,LIVA
2011,ALB,CHL,102,MEAT,LIVA
2009,ALB,CHL,103,MEAT,LIVA
2010,ALB,CHL,103,MEAT,LIVA
2011,ALB,CHL,103,MEAT,LIVA
2009,ALB,CHL,104,MEAT,LIVA
2010,ALB,CHL,104,MEAT,LIVA
2011,ALB,CHL,104,MEAT,LIVA
2009,ALB,CHL,105,MEAT,LIVA
2010,ALB,CHL,105,MEAT,LIVA
2011,ALB,CHL,105,MEAT,LIVA
2009,ALB,CHL,106,MEAT,LIVA
2010,ALB,CHL,106,MEAT,LIVA
2011,ALB,CHL,106,MEAT,LIVA
2009,ALB,CHL,201,MEAT,BEEF
2010,ALB,CHL,201,MEAT,BEEF
2011,ALB,CHL,201,MEAT,BEEF
2009,ALB,CHL,202,MEAT,BEEF
2010,ALB,CHL,202,MEAT,BEEF
2011,ALB,CHL,202,MEAT,BEEF
2009,ALB,CHL,203,MEAT,PORK
2010,ALB,CHL,203,MEAT,PORK
2011,ALB,CHL,203,MEAT,PORK
2009,ALB,CHL,204,MEAT,MEAT
2010,ALB,CHL,204,MEAT,MEAT
2011,ALB,CHL,204,MEAT,MEAT
2009,ALB,CHL,205,MEAT,MEAT
2010,ALB,CHL,205,MEAT,MEAT
2011,ALB,CHL,205,MEAT,MEAT
2009,ALB,CHL,206,MEAT,BEEF
2010,ALB,CHL,206,MEAT,BEEF
2011,ALB,CHL,206,MEAT,BEEF
2009,ALB,CHL,207,MEAT,POUL
2010,ALB,CHL,207,MEAT,POUL
2011,ALB,CHL,207,MEAT,POUL
2009,ALB,CHL,208,MEAT,MEAT
2010,ALB,CHL,208,MEAT,MEAT
2011,ALB,CHL,208,MEAT,MEAT
2009,ALB,CHL,209,MEAT,PORK
2010,ALB,CHL,209,MEAT,PORK
2011,ALB,CHL,209,MEAT,PORK
2009,ALB,CHL,210,MEAT,PROM
2010,ALB,CHL,210,MEAT,PROM
2011,ALB,CHL,210,MEAT,PROM
2009,ALB,CHL,501,OTHAG,OTHAN
2010,ALB,CHL,501,OTHAG,OTHAN
2011,ALB,CHL,501,OTHAG,OTHAN
2009,ALB,CHL,502,OTHAG,OTHAN
2010,ALB,CHL,502,OTHAG,OTHAN
2011,ALB,CHL,502,OTHAG,OTHAN
2009,ALB,CHL,504,OTHAG,OTHAN
2010,ALB,CHL,504,OTHAG,OTHAN
2011,ALB,CHL,504,OTHAG,OTHAN
2009,ALB,CHL,505,OTHAG,OTHAN
2010,ALB,CHL,505,OTHAG,OTHAN
2011,ALB,CHL,505,OTHAG,OTHAN
2009,ALB,CHL,506,OTHAG,OTHAN
2010,ALB,CHL,506,OTHAG,OTHAN
2011,ALB,CHL,506,OTHAG,OTHAN
2009,ALB,CHL,507,OTHAG,OTHAN
2010,ALB,CHL,507,OTHAG,OTHAN
2011,ALB,CHL,507,OTHAG,OTHAN
2009,ALB,CHL,508,OTHAG,OTHAN
2010,ALB,CHL,508,OTHAG,OTHAN
2011,ALB,CHL,508,OTHAG,OTHAN
2009,ALB,CHL,510,OTHAG,OTHAN
2010,ALB,CHL,510,OTHAG,OTHAN
2011,ALB,CHL,510,OTHAG,OTHAN
2009,ALB,CHL,511,OTHAG,OTHAN
2010,ALB,CHL,511,OTHAG,OTHAN
2011,ALB,CHL,511,OTHAG,OTHAN
2009,ALB,USA,101,MEAT,LIVA
2010,ALB,USA,101,MEAT,LIVA
2011,ALB,USA,101,MEAT,LIVA
2009,ALB,USA,102,MEAT,LIVA
2010,ALB,USA,102,MEAT,LIVA
2011,ALB,USA,102,MEAT,LIVA
2009,ALB,USA,103,MEAT,LIVA
2010,ALB,USA,103,MEAT,LIVA
2011,ALB,USA,103,MEAT,LIVA
2009,ALB,USA,104,MEAT,LIVA
2010,ALB,USA,104,MEAT,LIVA
2011,ALB,USA,104,MEAT,LIVA
2009,ALB,USA,105,MEAT,LIVA
2010,ALB,USA,105,MEAT,LIVA
2011,ALB,USA,105,MEAT,LIVA
2009,ALB,USA,106,MEAT,LIVA
2010,ALB,USA,106,MEAT,LIVA
2011,ALB,USA,106,MEAT,LIVA
2009,ALB,USA,201,MEAT,BEEF
2010,ALB,USA,201,MEAT,BEEF
2011,ALB,USA,201,MEAT,BEEF
2009,ALB,USA,202,MEAT,BEEF
2010,ALB,USA,202,MEAT,BEEF
2011,ALB,USA,202,MEAT,BEEF
2009,ALB,USA,203,MEAT,PORK
2010,ALB,USA,203,MEAT,PORK
2011,ALB,USA,203,MEAT,PORK
2009,ALB,USA,204,MEAT,MEAT
2010,ALB,USA,204,MEAT,MEAT
2011,ALB,USA,204,MEAT,MEAT
2009,ALB,USA,205,MEAT,MEAT
2010,ALB,USA,205,MEAT,MEAT
2011,ALB,USA,205,MEAT,MEAT
2009,ALB,USA,206,MEAT,BEEF
2010,ALB,USA,206,MEAT,BEEF
2011,ALB,USA,206,MEAT,BEEF
2009,ALB,USA,207,MEAT,POUL
2010,ALB,USA,207,MEAT,POUL
2011,ALB,USA,207,MEAT,POUL
2009,ALB,USA,208,MEAT,MEAT
2010,ALB,USA,208,MEAT,MEAT
2011,ALB,USA,208,MEAT,MEAT
2009,ALB,USA,209,MEAT,PORK
2010,ALB,USA,209,MEAT,PORK
2011,ALB,USA,209,MEAT,PORK
2009,ALB,USA,210,MEAT,PROM
2010,ALB,USA,210,MEAT,PROM
2011,ALB,USA,210,MEAT,PROM
2009,ALB,USA,501,OTHAG,OTHAN
2010,ALB,USA,501,OTHAG,OTHAN
2011,ALB,USA,501,OTHAG,OTHAN
2009,ALB,USA,502,OTHAG,OTHAN
2010,ALB,USA,502,OTHAG,OTHAN
2011,ALB,USA,502,OTHAG,OTHAN
2009,ALB,USA,504,OTHAG,OTHAN
2010,ALB,USA,504,OTHAG,OTHAN
2011,ALB,USA,504,OTHAG,OTHAN
2009,ALB,USA,505,OTHAG,OTHAN
2010,ALB,USA,505,OTHAG,OTHAN
2011,ALB,USA,505,OTHAG,OTHAN
2009,ALB,USA,506,OTHAG,OTHAN
2010,ALB,USA,506,OTHAG,OTHAN
2011,ALB,USA,506,OTHAG,OTHAN
2009,ALB,USA,507,OTHAG,OTHAN
2010,ALB,USA,507,OTHAG,OTHAN
2011,ALB,USA,507,OTHAG,OTHAN
2009,ALB,USA,508,OTHAG,OTHAN
2010,ALB,USA,508,OTHAG,OTHAN
2011,ALB,USA,508,OTHAG,OTHAN
2009,ALB,USA,510,OTHAG,OTHAN
2010,ALB,USA,510,OTHAG,OTHAN
2011,ALB,USA,510,OTHAG,OTHAN
2009,ALB,USA,511,OTHAG,OTHAN
2010,ALB,USA,511,OTHAG,OTHAN
2011,ALB,USA,511,OTHAG,OTHAN
2002,ARE,EUR,1509,OILS,OILS
2003,ARE,EUR,1509,OILS,OILS
2004,ARE,EUR,1509,OILS,OILS
2005,ARE,EUR,1509,OILS,OILS
2000,ARG,BGR,201,MEAT,BEEF
2001,ARG,BGR,201,MEAT,BEEF
2000,ARG,BGR,202,MEAT,BEEF
2001,ARG,BGR,202,MEAT,BEEF
2000,ARG,BGR,401,DAIRY,FMKP
2001,ARG,BGR,401,DAIRY,FMKP
2000,ARG,BGR,402,DAIRY,FMKP
2001,ARG,BGR,402,DAIRY,FMKP
2000,ARG,BGR,403,DAIRY,DAIRY
2001,ARG,BGR,403,DAIRY,DAIRY
2000,ARG,BGR,405,DAIRY,DAIRY
2001,ARG,BGR,405,DAIRY,DAIRY
2000,ARG,BGR,406,DAIRY,CHS
2001,ARG,BGR,406,DAIRY,CHS
2000,ARG,BGR,410,CER,OTHAN
2001,ARG,BGR,410,CER,OTHAN
2001,ARG,CAN,101,MEAT,LIVA
2002,ARG,CAN,101,MEAT,LIVA
2001,ARG,CAN,102,MEAT,LIVA
2002,ARG,CAN,102,MEAT,LIVA
2001,ARG,CAN,103,MEAT,LIVA
2002,ARG,CAN,103,MEAT,LIVA
2001,ARG,CAN,104,MEAT,LIVA
2002,ARG,CAN,104,MEAT,LIVA
2001,ARG,CAN,105,MEAT,LIVA
2002,ARG,CAN,105,MEAT,LIVA
2001,ARG,CAN,106,MEAT,LIVA
2002,ARG,CAN,106,MEAT,LIVA
2001,ARG,CAN,201,MEAT,BEEF
2002,ARG,CAN,201,MEAT,BEEF
2003,ARG,CAN,201,MEAT,BEEF
2001,ARG,CAN,202,MEAT,BEEF
2002,ARG,CAN,202,MEAT,BEEF
2003,ARG,CAN,202,MEAT,BEEF
2001,ARG,CAN,203,MEAT,PORK
2002,ARG,CAN,203,MEAT,PORK
2001,ARG,CAN,204,MEAT,MEAT
2002,ARG,CAN,204,MEAT,MEAT
2001,ARG,CAN,205,MEAT,MEAT
2002,ARG,CAN,205,MEAT,MEAT
2001,ARG,CAN,206,MEAT,BEEF
2002,ARG,CAN,206,MEAT,BEEF
2001,ARG,CAN,207,MEAT,POUL
2002,ARG,CAN,207,MEAT,POUL
2001,ARG,CAN,208,MEAT,MEAT
2002,ARG,CAN,208,MEAT,MEAT
2001,ARG,CAN,209,MEAT,PORK
2002,ARG,CAN,209,MEAT,PORK
2001,ARG,CAN,210,MEAT,PROM
2002,ARG,CAN,210,MEAT,PROM
2011,ARG,CHE,101,MEAT,LIVA
2012,ARG,CHE,101,MEAT,LIVA
2011,ARG,CHE,102,MEAT,LIVA
2012,ARG,CHE,102,MEAT,LIVA
2011,ARG,CHE,103,MEAT,LIVA
2012,ARG,CHE,103,MEAT,LIVA
2011,ARG,CHE,104,MEAT,LIVA
2012,ARG,CHE,104,MEAT,LIVA
2011,ARG,CHE,105,MEAT,LIVA
2012,ARG,CHE,105,MEAT,LIVA
2011,ARG,CHE,106,MEAT,LIVA
2012,ARG,CHE,106,MEAT,LIVA
1995,ARG,CHE,201,MEAT,BEEF
1996,ARG,CHE,201,MEAT,BEEF
1997,ARG,CHE,201,MEAT,BEEF
1998,ARG,CHE,201,MEAT,BEEF
1999,ARG,CHE,201,MEAT,BEEF
1995,ARG,CHE,202,MEAT,BEEF
1996,ARG,CHE,202,MEAT,BEEF
1997,ARG,CHE,202,MEAT,BEEF
1998,ARG,CHE,202,MEAT,BEEF
1999,ARG,CHE,202,MEAT,BEEF
1995,ARG,CHE,401,DAIRY,FMKP
1996,ARG,CHE,401,DAIRY,FMKP
1997,ARG,CHE,401,DAIRY,FMKP
1998,ARG,CHE,401,DAIRY,FMKP
1999,ARG,CHE,401,DAIRY,FMKP
2000,ARG,CHE,401,DAIRY,FMKP
2001,ARG,CHE,401,DAIRY,FMKP
2002,ARG,CHE,401,DAIRY,FMKP
2003,ARG,CHE,401,DAIRY,FMKP
2004,ARG,CHE,401,DAIRY,FMKP
2005,ARG,CHE,401,DAIRY,FMKP
1995,ARG,CHE,402,DAIRY,FMKP
1996,ARG,CHE,402,DAIRY,FMKP
1997,ARG,CHE,402,DAIRY,FMKP
1998,ARG,CHE,402,DAIRY,FMKP
1999,ARG,CHE,402,DAIRY,FMKP
2000,ARG,CHE,402,DAIRY,FMKP
2001,ARG,CHE,402,DAIRY,FMKP
2002,ARG,CHE,402,DAIRY,FMKP
2003,ARG,CHE,402,DAIRY,FMKP
2004,ARG,CHE,402,DAIRY,FMKP
2005,ARG,CHE,402,DAIRY,FMKP
1998,ARG,CHE,403,DAIRY,DAIRY
1999,ARG,CHE,403,DAIRY,DAIRY
2000,ARG,CHE,403,DAIRY,DAIRY
2001,ARG,CHE,403,DAIRY,DAIRY
2002,ARG,CHE,403,DAIRY,DAIRY
2003,ARG,CHE,403,DAIRY,DAIRY
2004,ARG,CHE,403,DAIRY,DAIRY
2005,ARG,CHE,403,DAIRY,DAIRY
1998,ARG,CHE,404,DAIRY,DAIRY
1999,ARG,CHE,404,DAIRY,DAIRY
2000,ARG,CHE,404,DAIRY,DAIRY
2001,ARG,CHE,404,DAIRY,DAIRY
2002,ARG,CHE,404,DAIRY,DAIRY
2003,ARG,CHE,404,DAIRY,DAIRY
2004,ARG,CHE,404,DAIRY,DAIRY
2005,ARG,CHE,404,DAIRY,DAIRY
1998,ARG,CHE,405,DAIRY,DAIRY
1999,ARG,CHE,405,DAIRY,DAIRY
2000,ARG,CHE,405,DAIRY,DAIRY
2001,ARG,CHE,405,DAIRY,DAIRY
2002,ARG,CHE,405,DAIRY,DAIRY
2003,ARG,CHE,405,DAIRY,DAIRY
2004,ARG,CHE,405,DAIRY,DAIRY
2005,ARG,CHE,405,DAIRY,DAIRY
1995,ARG,CHE,406,DAIRY,CHS
1996,ARG,CHE,406,DAIRY,CHS
1997,ARG,CHE,406,DAIRY,CHS
1998,ARG,CHE,406,DAIRY,CHS
1999,ARG,CHE,406,DAIRY,CHS
2000,ARG,CHE,406,DAIRY,CHS
2001,ARG,CHE,406,DAIRY,CHS
2002,ARG,CHE,406,DAIRY,CHS
2003,ARG,CHE,406,DAIRY,CHS
2004,ARG,CHE,406,DAIRY,CHS
2005,ARG,CHE,406,DAIRY,CHS
1998,ARG,CHE,407,CER,POUL
1999,ARG,CHE,407,CER,POUL
2000,ARG,CHE,407,CER,POUL
2001,ARG,CHE,407,CER,POUL
2002,ARG,CHE,407,CER,POUL
2003,ARG,CHE,407,CER,POUL
2004,ARG,CHE,407,CER,POUL
2005,ARG,CHE,407,CER,POUL
1998,ARG,CHE,408,CER,POUL
1999,ARG,CHE,408,CER,POUL
2000,ARG,CHE,408,CER,POUL
2001,ARG,CHE,408,CER,POUL
2002,ARG,CHE,408,CER,POUL
2003,ARG,CHE,408,CER,POUL
2004,ARG,CHE,408,CER,POUL
2005,ARG,CHE,408,CER,POUL
1998,ARG,CHE,409,CER,CER
1999,ARG,CHE,409,CER,CER
2000,ARG,CHE,409,CER,CER
2001,ARG,CHE,409,CER,CER
2002,ARG,CHE,409,CER,CER
2003,ARG,CHE,409,CER,CER
2004,ARG,CHE,409,CER,CER
2005,ARG,CHE,409,CER,CER
1995,ARG,CHE,410,CER,OTHAN
1996,ARG,CHE,410,CER,OTHAN
1997,ARG,CHE,410,CER,OTHAN
1998,ARG,CHE,410,CER,OTHAN
1999,ARG,CHE,410,CER,OTHAN
2000,ARG,CHE,410,CER,OTHAN
2001,ARG,CHE,410,CER,OTHAN
2002,ARG,CHE,410,CER,OTHAN
2003,ARG,CHE,410,CER,OTHAN
2004,ARG,CHE,410,CER,OTHAN
2005,ARG,CHE,410,CER,OTHAN
1998,ARG,CHE,501,OTHAG,OTHAN
1999,ARG,CHE,501,OTHAG,OTHAN
2000,ARG,CHE,501,OTHAG,OTHAN
2001,ARG,CHE,501,OTHAG,OTHAN
2002,ARG,CHE,501,OTHAG,OTHAN
2003,ARG,CHE,501,OTHAG,OTHAN
2004,ARG,CHE,501,OTHAG,OTHAN
2005,ARG,CHE,501,OTHAG,OTHAN
1998,ARG,CHE,502,OTHAG,OTHAN
1999,ARG,CHE,502,OTHAG,OTHAN
2000,ARG,CHE,502,OTHAG,OTHAN
2001,ARG,CHE,502,OTHAG,OTHAN
2002,ARG,CHE,502,OTHAG,OTHAN
2003,ARG,CHE,502,OTHAG,OTHAN
2004,ARG,CHE,502,OTHAG,OTHAN
2005,ARG,CHE,502,OTHAG,OTHAN
1998,ARG,CHE,504,OTHAG,OTHAN
1999,ARG,CHE,504,OTHAG,OTHAN
2000,ARG,CHE,504,OTHAG,OTHAN
2001,ARG,CHE,504,OTHAG,OTHAN
2002,ARG,CHE,504,OTHAG,OTHAN
2003,ARG,CHE,504,OTHAG,OTHAN
2004,ARG,CHE,504,OTHAG,OTHAN
2005,ARG,CHE,504,OTHAG,OTHAN
1998,ARG,CHE,505,OTHAG,OTHAN
1999,ARG,CHE,505,OTHAG,OTHAN
2000,ARG,CHE,505,OTHAG,OTHAN
2001,ARG,CHE,505,OTHAG,OTHAN
2002,ARG,CHE,505,OTHAG,OTHAN
2003,ARG,CHE,505,OTHAG,OTHAN
2004,ARG,CHE,505,OTHAG,OTHAN
2005,ARG,CHE,505,OTHAG,OTHAN
1998,ARG,CHE,506,OTHAG,OTHAN
1999,ARG,CHE,506,OTHAG,OTHAN
2000,ARG,CHE,506,OTHAG,OTHAN
2001,ARG,CHE,506,OTHAG,OTHAN
2002,ARG,CHE,506,OTHAG,OTHAN
2003,ARG,CHE,506,OTHAG,OTHAN
2004,ARG,CHE,506,OTHAG,OTHAN
2005,ARG,CHE,506,OTHAG,OTHAN
1998,ARG,CHE,507,OTHAG,OTHAN
1999,ARG,CHE,507,OTHAG,OTHAN
2000,ARG,CHE,507,OTHAG,OTHAN
2001,ARG,CHE,507,OTHAG,OTHAN
2002,ARG,CHE,507,OTHAG,OTHAN
2003,ARG,CHE,507,OTHAG,OTHAN
2004,ARG,CHE,507,OTHAG,OTHAN
2005,ARG,CHE,507,OTHAG,OTHAN
1998,ARG,CHE,508,OTHAG,OTHAN
1999,ARG,CHE,508,OTHAG,OTHAN
2000,ARG,CHE,508,OTHAG,OTHAN
2001,ARG,CHE,508,OTHAG,OTHAN
2002,ARG,CHE,508,OTHAG,OTHAN
2003,ARG,CHE,508,OTHAG,OTHAN
2004,ARG,CHE,508,OTHAG,OTHAN
2005,ARG,CHE,508,OTHAG,OTHAN
1998,ARG,CHE,510,OTHAG,OTHAN
1999,ARG,CHE,510,OTHAG,OTHAN
2000,ARG,CHE,510,OTHAG,OTHAN
2001,ARG,CHE,510,OTHAG,OTHAN
2002,ARG,CHE,510,OTHAG,OTHAN
2003,ARG,CHE,510,OTHAG,OTHAN
2004,ARG,CHE,510,OTHAG,OTHAN
2005,ARG,CHE,510,OTHAG,OTHAN
1998,ARG,CHE,511,OTHAG,OTHAN
1999,ARG,CHE,511,OTHAG,OTHAN
2000,ARG,CHE,511,OTHAG,OTHAN
2001,ARG,CHE,511,OTHAG,OTHAN
2002,ARG,CHE,511,OTHAG,OTHAN
2003,ARG,CHE,511,OTHAG,OTHAN
2004,ARG,CHE,511,OTHAG,OTHAN
2005,ARG,CHE,511,OTHAG,OTHAN
2000,ARG,CZE,201,MEAT,BEEF
2001,ARG,CZE,201,MEAT,BEEF
2000,ARG,CZE,202,MEAT,BEEF
2001,ARG,CZE,202,MEAT,BEEF
2000,ARG,CZE,401,DAIRY,FMKP
2001,ARG,CZE,401,DAIRY,FMKP
2000,ARG,CZE,402,DAIRY,FMKP
2001,ARG,CZE,402,DAIRY,FMKP
2000,ARG,CZE,403,DAIRY,DAIRY
2001,ARG,CZE,403,DAIRY,DAIRY
2000,ARG,CZE,405,DAIRY,DAIRY
2001,ARG,CZE,405,DAIRY,DAIRY
2000,ARG,CZE,406,DAIRY,CHS
2001,ARG,CZE,406,DAIRY,CHS
2000,ARG,CZE,410,CER,OTHAN
2001,ARG,CZE,410,CER,OTHAN
2000,ARG,EST,201,MEAT,BEEF
2001,ARG,EST,201,MEAT,BEEF
2000,ARG,EST,202,MEAT,BEEF
2001,ARG,EST,202,MEAT,BEEF
2000,ARG,EST,401,DAIRY,FMKP
2001,ARG,EST,401,DAIRY,FMKP
2000,ARG,EST,402,DAIRY,FMKP
2001,ARG,EST,402,DAIRY,FMKP
2000,ARG,EST,403,DAIRY,DAIRY
2001,ARG,EST,403,DAIRY,DAIRY
2000,ARG,EST,405,DAIRY,DAIRY
2001,ARG,EST,405,DAIRY,DAIRY
2000,ARG,EST,406,DAIRY,CHS
2001,ARG,EST,406,DAIRY,CHS
2000,ARG,EST,410,CER,OTHAN
2001,ARG,EST,410,CER,OTHAN
2001,ARG,EUR,101,MEAT,LIVA
2002,ARG,EUR,101,MEAT,LIVA
2011,ARG,EUR,101,MEAT,LIVA
2012,ARG,EUR,101,MEAT,LIVA
2001,ARG,EUR,102,MEAT,LIVA
2002,ARG,EUR,102,MEAT,LIVA
2011,ARG,EUR,102,MEAT,LIVA
2012,ARG,EUR,102,MEAT,LIVA
2001,ARG,EUR,103,MEAT,LIVA
2002,ARG,EUR,103,MEAT,LIVA
2011,ARG,EUR,103,MEAT,LIVA
2012,ARG,EUR,103,MEAT,LIVA
2001,ARG,EUR,104,MEAT,LIVA
2002,ARG,EUR,104,MEAT,LIVA
2011,ARG,EUR,104,MEAT,LIVA
2012,ARG,EUR,104,MEAT,LIVA
2001,ARG,EUR,105,MEAT,LIVA
2002,ARG,EUR,105,MEAT,LIVA
2011,ARG,EUR,105,MEAT,LIVA
2012,ARG,EUR,105,MEAT,LIVA
2001,ARG,EUR,106,MEAT,LIVA
2002,ARG,EUR,106,MEAT,LIVA
2011,ARG,EUR,106,MEAT,LIVA
2012,ARG,EUR,106,MEAT,LIVA
2000,ARG,EUR,201,MEAT,BEEF
2001,ARG,EUR,201,MEAT,BEEF
2002,ARG,EUR,201,MEAT,BEEF
2006,ARG,EUR,201,MEAT,BEEF
2007,ARG,EUR,201,MEAT,BEEF
2000,ARG,EUR,202,MEAT,BEEF
2001,ARG,EUR,202,MEAT,BEEF
2002,ARG,EUR,202,MEAT,BEEF
2006,ARG,EUR,202,MEAT,BEEF
2007,ARG,EUR,202,MEAT,BEEF
1997,ARG,EUR,203,MEAT,PORK
1998,ARG,EUR,203,MEAT,PORK
2001,ARG,EUR,203,MEAT,PORK
2002,ARG,EUR,203,MEAT,PORK
2001,ARG,EUR,204,MEAT,MEAT
2002,ARG,EUR,204,MEAT,MEAT
2001,ARG,EUR,205,MEAT,MEAT
2002,ARG,EUR,205,MEAT,MEAT
2001,ARG,EUR,206,MEAT,BEEF
2002,ARG,EUR,206,MEAT,BEEF
2001,ARG,EUR,207,MEAT,POUL
2002,ARG,EUR,207,MEAT,POUL
2001,ARG,EUR,208,MEAT,MEAT
2002,ARG,EUR,208,MEAT,MEAT
2001,ARG,EUR,209,MEAT,PORK
2002,ARG,EUR,209,MEAT,PORK
2001,ARG,EUR,210,MEAT,PROM
2002,ARG,EUR,210,MEAT,PROM
1998,ARG,EUR,401,DAIRY,FMKP
1999,ARG,EUR,401,DAIRY,FMKP
2000,ARG,EUR,401,DAIRY,FMKP
2001,ARG,EUR,401,DAIRY,FMKP
2002,ARG,EUR,401,DAIRY,FMKP
2003,ARG,EUR,401,DAIRY,FMKP
2004,ARG,EUR,401,DAIRY,FMKP
2005,ARG,EUR,401,DAIRY,FMKP
1998,ARG,EUR,402,DAIRY,FMKP
1999,ARG,EUR,402,DAIRY,FMKP
2000,ARG,EUR,402,DAIRY,FMKP
2001,ARG,EUR,402,DAIRY,FMKP
2002,ARG,EUR,402,DAIRY,FMKP
2003,ARG,EUR,402,DAIRY,FMKP
2004,ARG,EUR,402,DAIRY,FMKP
2005,ARG,EUR,402,DAIRY,FMKP
1998,ARG,EUR,403,DAIRY,DAIRY
1999,ARG,EUR,403,DAIRY,DAIRY
2000,ARG,EUR,403,DAIRY,DAIRY
2001,ARG,EUR,403,DAIRY,DAIRY
2002,ARG,EUR,403,DAIRY,DAIRY
2003,ARG,EUR,403,DAIRY,DAIRY
2004,ARG,EUR,403,DAIRY,DAIRY
2005,ARG,EUR,403,DAIRY,DAIRY
1998,ARG,EUR,404,DAIRY,DAIRY
1999,ARG,EUR,404,DAIRY,DAIRY
2000,ARG,EUR,404,DAIRY,DAIRY
2001,ARG,EUR,404,DAIRY,DAIRY
2002,ARG,EUR,404,DAIRY,DAIRY
2003,ARG,EUR,404,DAIRY,DAIRY
2004,ARG,EUR,404,DAIRY,DAIRY
2005,ARG,EUR,404,DAIRY,DAIRY
1998,ARG,EUR,405,DAIRY,DAIRY
1999,ARG,EUR,405,DAIRY,DAIRY
2000,ARG,EUR,405,DAIRY,DAIRY
2001,ARG,EUR,405,DAIRY,DAIRY
2002,ARG,EUR,405,DAIRY,DAIRY
2003,ARG,EUR,405,DAIRY,DAIRY
2004,ARG,EUR,405,DAIRY,DAIRY
2005,ARG,EUR,405,DAIRY,DAIRY
1998,ARG,EUR,406,DAIRY,CHS
1999,ARG,EUR,406,DAIRY,CHS
2000,ARG,EUR,406,DAIRY,CHS
2001,ARG,EUR,406,DAIRY,CHS
2002,ARG,EUR,406,DAIRY,CHS
2003,ARG,EUR,406,DAIRY,CHS
2004,ARG,EUR,406,DAIRY,CHS
2005,ARG,EUR,406,DAIRY,CHS
1998,ARG,EUR,407,CER,POUL
1999,ARG,EUR,407,CER,POUL
2000,ARG,EUR,407,CER,POUL
2001,ARG,EUR,407,CER,POUL
2002,ARG,EUR,407,CER,POUL
2003,ARG,EUR,407,CER,POUL
2004,ARG,EUR,407,CER,POUL
2005,ARG,EUR,407,CER,POUL
1998,ARG,EUR,408,CER,POUL
1999,ARG,EUR,408,CER,POUL
2000,ARG,EUR,408,CER,POUL
2001,ARG,EUR,408,CER,POUL
2002,ARG,EUR,408,CER,POUL
2003,ARG,EUR,408,CER,POUL
2004,ARG,EUR,408,CER,POUL
2005,ARG,EUR,408,CER,POUL
1998,ARG,EUR,409,CER,CER
1999,ARG,EUR,409,CER,CER
2000,ARG,EUR,409,CER,CER
2001,ARG,EUR,409,CER,CER
2002,ARG,EUR,409,CER,CER
2003,ARG,EUR,409,CER,CER
2004,ARG,EUR,409,CER,CER
2005,ARG,EUR,409,CER,CER
1998,ARG,EUR,410,CER,OTHAN
1999,ARG,EUR,410,CER,OTHAN
2000,ARG,EUR,410,CER,OTHAN
2001,ARG,EUR,410,CER,OTHAN
2002,ARG,EUR,410,CER,OTHAN
2003,ARG,EUR,410,CER,OTHAN
2004,ARG,EUR,410,CER,OTHAN
2005,ARG,EUR,410,CER,OTHAN
1998,ARG,EUR,501,OTHAG,OTHAN
1999,ARG,EUR,501,OTHAG,OTHAN
2000,ARG,EUR,501,OTHAG,OTHAN
2001,ARG,EUR,501,OTHAG,OTHAN
2002,ARG,EUR,501,OTHAG,OTHAN
2003,ARG,EUR,501,OTHAG,OTHAN
2004,ARG,EUR,501,OTHAG,OTHAN
2005,ARG,EUR,501,OTHAG,OTHAN
1998,ARG,EUR,502,OTHAG,OTHAN
1999,ARG,EUR,502,OTHAG,OTHAN
2000,ARG,EUR,502,OTHAG,OTHAN
2001,ARG,EUR,502,OTHAG,OTHAN
2002,ARG,EUR,502,OTHAG,OTHAN
2003,ARG,EUR,502,OTHAG,OTHAN
2004,ARG,EUR,502,OTHAG,OTHAN
2005,ARG,EUR,502,OTHAG,OTHAN
1998,ARG,EUR,504,OTHAG,OTHAN
1999,ARG,EUR,504,OTHAG,OTHAN
2000,ARG,EUR,504,OTHAG,OTHAN
2001,ARG,EUR,504,OTHAG,OTHAN
2002,ARG,EUR,504,OTHAG,OTHAN
2003,ARG,EUR,504,OTHAG,OTHAN
2004,ARG,EUR,504,OTHAG,OTHAN
2005,ARG,EUR,504,OTHAG,OTHAN
1998,ARG,EUR,505,OTHAG,OTHAN
1999,ARG,EUR,505,OTHAG,OTHAN
2000,ARG,EUR,505,OTHAG,OTHAN
2001,ARG,EUR,505,OTHAG,OTHAN
2002,ARG,EUR,505,OTHAG,OTHAN
2003,ARG,EUR,505,OTHAG,OTHAN
2004,ARG,EUR,505,OTHAG,OTHAN
2005,ARG,EUR,505,OTHAG,OTHAN
1998,ARG,EUR,506,OTHAG,OTHAN
1999,ARG,EUR,506,OTHAG,OTHAN
2000,ARG,EUR,506,OTHAG,OTHAN
2001,ARG,EUR,506,OTHAG,OTHAN
2002,ARG,EUR,506,OTHAG,OTHAN
2003,ARG,EUR,506,OTHAG,OTHAN
2004,ARG,EUR,506,OTHAG,OTHAN
2005,ARG,EUR,506,OTHAG,OTHAN
1998,ARG,EUR,507,OTHAG,OTHAN
1999,ARG,EUR,507,OTHAG,OTHAN
2000,ARG,EUR,507,OTHAG,OTHAN
2001,ARG,EUR,507,OTHAG,OTHAN
2002,ARG,EUR,507,OTHAG,OTHAN
